date,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer,sinovac,astra,sinopharm,cansino,pending
22/08/2021,151244,314799,0,0,466043,893,614,0,0,12,7,0,0,18744059,13297796,0,0,32041782,44670,21041,0,0,555,264,0,0,230473,207641,27846,0,2,81
23/08/2021,162789,256775,0,0,419564,929,627,0,0,10,7,0,0,18906848,13554571,0,0,32461346,45599,21668,0,0,565,271,0,0,258580,123759,37191,0,0,34
24/08/2021,170438,276860,0,0,447298,1171,702,0,0,10,7,0,0,19077287,13831431,0,0,32908644,46770,22370,0,0,575,278,0,0,288372,123449,35399,0,1,77
25/08/2021,176831,275542,0,0,452373,1228,690,0,0,16,9,0,0,19254118,14106973,0,0,33361017,47998,23060,0,0,591,287,0,0,300849,118301,33194,0,0,29
26/08/2021,172935,267341,0,0,440276,1257,677,0,0,20,12,0,0,19429030,14374314,0,0,33801293,49260,23737,0,0,611,299,0,0,281158,122151,34752,0,1977,238
27/08/2021,159742,218410,0,0,378152,1286,600,0,0,8,9,0,0,19590161,14592724,0,0,34179445,50553,24337,0,0,619,308,0,0,230282,114370,32069,0,1389,42
28/08/2021,163620,210721,0,0,374341,1795,553,0,0,16,5,0,0,19760765,14803445,0,0,34553786,52372,24890,0,0,636,313,0,0,212444,123515,31352,0,6984,46
29/08/2021,155028,178192,0,0,333220,1337,483,0,0,19,9,0,0,19923535,14981637,0,0,34887006,53726,25373,0,0,659,322,0,0,187601,108871,28963,0,7742,43
30/08/2021,196458,196117,0,0,392575,2116,466,0,0,13,12,0,0,20124253,15177754,0,0,35279581,55862,25839,0,0,675,334,0,0,253373,102939,31954,0,4260,49
31/08/2021,129457,158449,0,0,287906,1493,620,0,0,12,16,0,0,20256274,15336203,0,0,35567487,57378,26459,0,0,689,350,0,0,174596,80944,29729,0,2564,73
01/09/2021,202087,229505,4,0,431596,2226,728,0,0,14,17,0,0,20461110,15565708,4,0,35999083,59620,27187,0,0,703,367,0,0,264274,130239,33890,0,2749,444
02/09/2021,197352,207860,7,0,405219,2283,574,0,0,15,14,0,0,20662115,15773568,11,0,36404302,61919,27761,0,0,719,381,0,0,247436,119166,34808,0,3653,156
03/09/2021,157282,202496,2,0,359780,1976,1075,0,0,9,19,0,0,20825282,15976064,13,0,36764082,63925,28836,0,0,728,400,0,0,188598,136773,28408,0,5885,116
04/09/2021,148273,188384,6,0,336663,2128,627,0,0,20,16,0,0,20981085,16164448,19,0,37100745,66100,29463,0,0,749,416,0,0,161513,139525,28054,0,7530,41
05/09/2021,145934,171221,2,0,317157,2069,590,0,0,13,23,0,0,21134114,16335669,21,0,37417902,68214,30053,0,0,762,439,0,0,158062,123749,27903,0,7095,348
06/09/2021,143487,200325,2,0,343814,2279,967,0,0,23,9,0,0,21280595,16535994,23,0,37761716,70525,31020,0,0,785,448,0,0,165506,147674,27537,0,2994,103
07/09/2021,144697,207672,2,0,352371,2329,641,0,0,17,22,0,0,21427803,16743666,25,0,38114087,72876,31661,0,0,802,470,0,0,163756,161736,24257,0,2511,111
08/09/2021,139084,213384,6,0,352474,7991,681,0,0,12,13,0,0,21569117,16957050,31,0,38466561,80888,32342,0,0,814,483,0,0,149175,175678,25147,0,2230,244
09/09/2021,145609,208168,2,0,353779,13755,693,0,0,13,12,0,0,21718827,17165218,33,0,38820340,94677,33035,0,0,827,495,0,0,160635,163208,25606,0,4101,229
10/09/2021,120003,198164,4,0,318171,20857,872,0,0,11,9,0,0,21845181,17363382,37,0,39138511,115567,33907,0,0,840,504,0,0,166042,120144,25431,0,6351,203
11/09/2021,96660,189996,44,0,286700,22045,737,0,0,12,20,0,0,21949429,17553378,81,0,39425211,137648,34644,0,0,853,524,0,0,152529,106262,20274,0,7588,47
12/09/2021,84522,167019,94,0,251635,16266,691,0,0,13,9,0,0,22039949,17720397,175,0,39676846,153942,35335,0,0,866,533,0,0,144834,81055,19656,0,5998,92
13/09/2021,78610,173498,2,0,252110,6011,802,0,0,16,8,0,0,22122663,17893895,177,0,39928956,159984,36137,0,0,882,541,0,0,158822,66713,22386,0,4104,85
14/09/2021,78412,189842,3,0,268257,6906,1001,0,0,20,10,0,0,22206770,18083737,180,0,40197213,166918,37138,0,0,903,551,0,0,168876,74044,19621,0,5695,21
15/09/2021,74732,199589,5,0,274326,7987,1021,0,0,30,16,0,0,22285215,18283326,185,0,40471539,174928,38159,0,0,933,567,0,0,176935,71270,22400,0,3713,8
16/09/2021,66422,154600,1,0,221023,20439,811,0,0,227,15,0,0,22354737,18437926,186,0,40692562,195393,38970,0,0,1160,582,0,0,138525,55807,23575,0,3100,16
17/09/2021,81235,182448,6,0,263689,33328,1204,0,0,398,12,0,0,22439469,18620374,192,0,40956251,228767,40174,0,0,1558,594,0,0,174201,62884,23075,0,3497,32
18/09/2021,79102,176374,1,0,255477,31792,1460,0,0,413,19,0,0,22523133,18796748,193,0,41211728,260574,41634,0,0,1971,613,0,0,172614,58763,19490,32,4562,16
19/09/2021,66649,172517,1,0,239167,29585,1161,0,0,382,15,0,0,22592898,18969265,194,0,41450895,290177,42795,0,0,2353,628,0,0,168436,46879,20701,28,3116,7
20/09/2021,101543,211361,2,0,312906,59394,1646,0,0,509,13,0,0,22697033,19180626,196,0,41763801,349584,44441,0,0,2862,641,0,0,241188,46424,22572,104,2592,26
21/09/2021,127637,148523,4,0,276164,89616,1238,0,0,425,9,0,0,22828416,19329149,200,0,42039965,439209,45679,0,0,3287,650,0,0,223124,28107,21037,127,3746,23
22/09/2021,126905,214848,3,0,341756,90684,1609,0,0,571,12,0,0,22960457,19543997,203,0,42381721,529905,47288,0,0,3860,662,0,0,272577,42257,21624,130,5136,32
23/09/2021,139262,209086,2,0,348350,102285,1726,0,0,670,12,0,0,23101896,19753083,205,0,42730071,632220,49014,0,0,4530,674,0,0,290509,34139,21305,200,2177,20
24/09/2021,123609,168968,2,0,292579,93926,1496,0,0,1128,12,0,0,23226732,19922051,207,0,43022650,726158,50510,0,0,5659,686,0,0,236285,35007,19906,137,1227,17
25/09/2021,120205,158442,4,0,278651,96328,1706,0,0,1241,24,0,0,23349284,20080493,211,0,43301301,822511,52216,0,0,6904,710,0,0,225508,32166,18545,67,2347,18
26/09/2021,121170,162612,7,0,283789,97631,1684,0,0,644,8,0,0,23472295,20243105,218,0,43585090,920158,53900,0,0,7548,718,0,0,227724,29878,24282,49,1841,15
27/09/2021,176219,162173,5,0,338397,148637,1823,0,0,461,19,0,0,23649583,20405278,223,0,43923487,1068805,55723,0,0,8009,737,0,0,285564,27876,23774,95,1069,19
28/09/2021,173984,170710,9,0,344703,147440,1982,0,0,706,18,0,0,23826166,20575988,232,0,44268190,1216260,57705,0,0,8715,755,0,0,290351,27599,24041,57,2599,56
29/09/2021,197308,158818,6,0,356132,171769,7108,0,0,998,11,0,0,24024864,20734806,238,0,44624322,1388034,64813,0,0,9714,766,0,0,305263,28968,20367,120,1390,24
30/09/2021,171604,172469,15,0,344088,147168,12820,0,0,535,17,0,0,24200327,20907275,253,0,44968410,1535212,77633,0,0,10251,783,0,0,287782,31157,21060,143,3859,87
01/10/2021,105842,143553,21,0,249416,88793,19352,0,0,272,6,0,0,24307776,21050828,274,0,45217826,1624007,96985,0,0,10523,789,0,0,189520,23084,35036,139,1607,30
02/10/2021,92882,131327,5,0,224214,82509,20759,0,0,277,7,0,0,24402432,21182155,279,0,45442040,1706521,117744,0,0,10800,796,0,0,166199,22843,33249,116,1774,33
03/10/2021,99563,119021,6,0,218590,88266,16315,0,0,319,17,0,0,24502768,21301176,285,0,45660630,1794792,134059,0,0,11119,813,0,0,167182,16879,33605,133,773,18
04/10/2021,130175,106768,122,0,237065,112883,5835,0,0,537,17,0,0,24634479,21407944,407,0,45897695,1907678,139894,0,0,11656,830,0,0,189415,18524,27429,142,1536,19
05/10/2021,126092,108958,107,0,235157,107275,6803,0,0,394,15,0,0,24762752,21516902,514,0,46132852,2014970,146697,0,0,12050,845,0,0,184788,20961,27078,118,2181,31
06/10/2021,115722,104134,40,0,219896,99152,8561,0,0,442,53,0,0,24880980,21621036,554,0,46352748,2114141,155258,0,0,12493,898,0,0,175750,16619,24819,171,2506,31
07/10/2021,110185,95255,67,0,205507,92600,19132,0,0,343,177,0,0,24993266,21716291,621,0,46558255,2206744,174390,0,0,12836,1075,0,0,162962,14776,25440,210,2101,18
08/10/2021,76023,108278,610,0,184911,62642,30617,0,0,264,268,0,0,25071060,21824569,1231,0,46743166,2269389,205007,0,0,13101,1343,0,0,141275,16237,25352,221,1771,55
09/10/2021,41130,110878,22,0,152030,32339,29567,1,0,221,290,0,0,25113656,21935447,1253,0,46895196,2301733,234574,1,0,13322,1633,0,0,99756,16149,34425,187,1466,47
10/10/2021,33129,104345,4,0,137478,24132,30229,0,0,200,307,0,0,25147622,22039792,1257,0,47032674,2325881,264803,1,0,13522,1940,0,0,90632,12473,33323,190,837,23
11/10/2021,54222,142451,41,0,196714,40232,53871,0,0,156,377,0,0,25203705,22182243,1298,0,47229388,2366122,318674,1,0,13678,2317,0,0,140296,15009,39212,305,1861,31
12/10/2021,57432,160186,194,0,217812,43192,87264,0,0,184,327,0,0,25262949,22342429,1492,0,47447200,2409325,405938,1,0,13862,2644,0,0,173614,13941,28135,284,1812,26
13/10/2021,53288,162638,2218,0,218144,38840,84102,0,0,183,416,0,0,25317753,22505067,3710,0,47665344,2448176,490040,1,0,14045,3060,0,0,168222,13215,34800,356,1516,35
14/10/2021,42368,171309,3323,0,217000,27355,96953,0,0,215,543,0,0,25362236,22676376,7033,0,47882344,2475551,586993,1,0,14260,3603,0,0,174281,12416,27605,518,2115,65
15/10/2021,37255,138462,10412,0,186129,25254,86939,0,0,202,785,0,0,25401395,22814838,17445,0,48068473,2500824,673932,1,0,14462,4388,0,0,155440,11752,16641,328,1904,64
16/10/2021,16455,118261,3621,1,138338,11180,80258,0,0,87,768,0,0,25418558,22933099,21066,1,48206811,2512007,754190,1,0,14549,5156,0,0,115314,7399,14569,315,708,33
17/10/2021,17032,122995,2728,0,142755,12071,92052,0,0,46,407,0,0,25436842,23056094,23794,1,48349566,2524081,846242,1,0,14595,5563,0,0,126142,6477,8632,234,1252,18
18/10/2021,33068,174967,9234,0,217269,21315,135752,0,0,83,263,0,0,25471173,23231061,33028,1,48566835,2545402,981994,1,0,14678,5826,0,0,196917,8788,9818,418,1263,65
19/10/2021,15202,123534,1408,0,140144,8435,98975,1,0,43,385,0,0,25487363,23354595,34436,1,48706979,2553843,1080969,2,0,14722,6211,0,0,127083,4173,7644,228,988,28
20/10/2021,31073,220874,17331,1,269279,18407,180289,0,0,100,906,0,0,25519738,23575469,51767,2,48976258,2572262,1261258,2,0,14822,7117,0,0,250165,7167,10170,423,1302,52
21/10/2021,32668,194610,20558,0,247836,19017,152778,0,0,115,394,0,0,25554051,23770079,72325,2,49224094,2591292,1414036,2,0,14937,7511,0,0,225356,8405,11921,458,1647,49
22/10/2021,28091,120160,18883,0,167134,17138,91493,0,0,99,259,0,0,25584194,23890239,91208,2,49391228,2608437,1505529,2,0,15037,7770,0,0,150637,6962,7036,413,2052,34
23/10/2021,11982,100853,8415,0,121250,6746,81647,0,0,80,346,0,0,25596768,23991092,99623,2,49512478,2615188,1587176,2,0,15117,8116,0,0,107859,5699,6773,286,592,41
24/10/2021,11453,112232,8640,0,132325,5902,93287,0,0,63,261,0,0,25609121,24103324,108263,2,49644803,2621096,1680463,2,0,15180,8377,0,0,119755,4776,6590,257,907,40
25/10/2021,24052,146880,22350,1,193283,15046,120036,3,0,86,414,0,0,25634512,24250204,130613,3,49838086,2636147,1800499,5,0,15266,8791,0,0,178899,6499,6118,405,1339,23
26/10/2021,25175,141962,22807,2,189946,14862,113542,2,0,96,299,0,0,25660819,24392166,153420,5,50028032,2651017,1914041,7,0,15362,9090,0,0,175067,8376,4915,387,1136,65
27/10/2021,19714,128618,28319,9,176660,11176,102766,2,0,67,269,0,0,25681856,24520784,181739,14,50204692,2662202,2016807,9,0,15429,9359,0,0,162856,7938,3920,563,1323,60
28/10/2021,19866,120950,53151,592,194559,10344,96030,5,0,97,228,0,0,25703038,24641734,234890,606,50399251,2672555,2112837,14,0,15526,9587,0,0,181697,7858,3135,497,1316,56
29/10/2021,15609,84559,45792,289,146249,8083,66164,2,0,65,189,0,0,25719358,24726293,280682,895,50545500,2680641,2179001,16,0,15591,9776,0,0,136677,6394,1931,494,712,41
30/10/2021,7200,51975,21145,111,80431,3084,37030,5,0,114,204,0,0,25727113,24778268,301827,1006,50625931,2683733,2216031,21,0,15705,9980,0,0,70097,5116,4246,393,556,23
31/10/2021,6554,44092,16981,79,67706,3133,29973,3,0,54,134,0,0,25734073,24822360,318808,1085,50693637,2686871,2246004,24,0,15759,10114,0,0,58139,3846,5002,296,406,17
01/11/2021,9728,58455,44707,229,113119,3907,40878,11,0,40,104,1,0,25744348,24880815,363515,1314,50806756,2690782,2286882,35,0,15799,10218,1,0,103178,5264,3587,517,547,26
02/11/2021,9677,59185,57869,307,127038,3432,42730,19,0,49,104,0,0,25754810,24940000,421384,1621,50933794,2694215,2329612,54,0,15848,10322,1,0,118531,5155,2022,501,786,43
03/11/2021,8676,45207,65642,270,119795,2993,28172,30,0,32,118,0,0,25763961,24985207,487026,1891,51053589,2697210,2357784,84,0,15880,10440,1,0,112439,4978,1265,591,475,47
04/11/2021,3121,19694,21442,79,44336,1100,11286,23,0,23,67,0,0,25767324,25004901,508468,1970,51097925,2698312,2369070,107,0,15903,10507,1,0,39370,2749,1570,397,242,8
05/11/2021,5901,32015,48478,164,86558,1771,18095,29,0,32,135,0,0,25773400,25036916,556946,2134,51184483,2700086,2387165,136,0,15935,10642,1,0,78392,5113,2407,449,175,22
06/11/2021,5017,14070,25822,126,45035,1774,6497,18,0,27,74,0,0,25778646,25050986,582768,2260,51229518,2701862,2393662,154,0,15962,10716,1,0,37885,3914,2606,387,229,14
07/11/2021,3741,14857,22720,68,41386,1183,7859,15,0,16,31,0,0,25782589,25065843,605488,2328,51270904,2703047,2401521,169,0,15978,10747,1,0,36508,3190,1242,227,202,17
08/11/2021,6691,45955,60315,228,113189,2130,31956,12,0,45,110,0,0,25789588,25111798,665803,2556,51384093,2705178,2433477,181,0,16023,10857,1,0,106169,5143,1063,477,308,29
09/11/2021,8356,31935,79279,335,119905,2606,22035,9,0,53,41,0,0,25798390,25143733,745082,2891,51503998,2707789,2455512,190,0,16076,10898,1,0,113794,4377,750,492,446,46
10/11/2021,8233,40125,87648,306,136312,3046,26607,3,0,48,60,0,0,25807052,25183858,832730,3197,51640310,2710835,2482119,193,0,16124,10958,1,0,129594,4912,859,501,429,17
11/11/2021,9020,45423,94833,329,149605,3714,29251,18,1,63,68,0,0,25816699,25229281,927563,3526,51789915,2714553,2511370,211,1,16188,11026,1,0,141038,5510,1848,544,627,38
12/11/2021,7750,35121,76213,267,119351,2427,23270,11,0,42,54,0,0,25824754,25264402,1003776,3793,51909266,2716980,2534640,222,1,16230,11080,1,0,111542,5163,1599,730,305,12
13/11/2021,3725,16699,39118,185,59727,1066,9924,19,1,17,95,2,0,25828871,25281101,1042894,3978,51968993,2718047,2544564,241,2,16247,11175,3,0,54184,3950,789,404,392,8
14/11/2021,3592,11598,31545,77,46812,1293,6318,7,0,16,34,0,0,25832883,25292699,1074439,4055,52015805,2719343,2550882,248,2,16263,11209,3,0,42668,3149,266,306,420,3
15/11/2021,6260,27758,72448,301,106767,1966,18071,17,0,39,73,0,0,25839665,25320457,1146887,4356,52122572,2721311,2568953,265,2,16302,11282,3,0,99643,5019,1060,405,522,118
16/11/2021,6954,26929,91261,387,125531,2335,16112,9,0,13,45,0,0,25847121,25347386,1238148,4743,52248103,2723652,2585065,274,2,16315,11327,3,0,117771,5051,1738,451,502,18
17/11/2021,6487,21571,94520,316,122894,2147,12020,11,0,27,43,0,0,25853861,25368957,1332668,5059,52370997,2725800,2597085,285,2,16343,11370,3,0,116120,5014,832,657,253,18
18/11/2021,7401,21835,99200,320,128756,2605,11545,13,1,29,63,0,0,25861635,25390792,1431868,5379,52499753,2728417,2608630,298,3,16372,11433,3,0,121979,5339,539,489,373,37
19/11/2021,6897,18021,84112,311,109341,2532,9394,17,0,43,57,0,0,25869017,25408813,1515980,5690,52609094,2730954,2618024,315,3,16415,11490,3,0,102530,5485,304,520,485,17
20/11/2021,3198,6707,38505,118,48528,1407,2176,9,0,17,20,0,0,25872390,25415520,1554485,5808,52657622,2732368,2620200,324,3,16432,11510,3,0,42976,4359,672,331,175,15
21/11/2021,2768,5302,31146,73,39289,982,2245,9,0,14,32,0,0,25875212,25420822,1585631,5881,52696911,2733351,2622445,333,3,16446,11542,3,0,35057,3460,421,280,55,16
22/11/2021,5285,12537,95148,274,113244,1532,5675,16,0,32,73,0,0,25880525,25433359,1680779,6155,52810155,2734884,2628120,349,3,16478,11615,3,0,106537,5534,584,556,28,5
23/11/2021,5519,11172,123280,354,140325,1765,4508,17,0,14,33,0,0,25886103,25444531,1804059,6509,52950480,2736653,2632628,366,3,16492,11648,3,0,133774,5657,381,448,59,6
24/11/2021,5434,9130,128612,340,143516,1635,2948,19,0,26,20,0,0,25891591,25453661,1932671,6849,53093996,2738295,2635576,385,3,16518,11668,3,0,135374,7121,390,567,54,10
25/11/2021,6036,6453,131305,331,144125,1981,1987,10,0,26,27,0,0,25897740,25460114,2063976,7180,53238121,2740280,2637563,395,3,16544,11695,3,0,135702,6556,1288,455,113,11
26/11/2021,5097,7092,104524,217,116930,1484,2109,14,0,18,26,0,0,25902883,25467206,2168500,7397,53355051,2741764,2639672,409,3,16562,11721,3,0,108080,7757,595,448,46,4
27/11/2021,2629,5636,48575,126,56966,740,2173,13,0,17,17,0,0,25905532,25472842,2217075,7523,53412017,2742504,2641845,422,3,16579,11738,3,0,47883,8427,258,373,20,5
28/11/2021,2167,3832,37866,68,43933,650,1165,9,0,4,11,1,0,25907928,25476674,2254941,7591,53455950,2743155,2643010,431,3,16583,11749,4,0,38307,4851,228,310,229,8
29/11/2021,4671,7253,100361,302,112587,1745,2333,22,0,15,28,0,0,25912746,25483927,2355302,7893,53568537,2744900,2645343,453,3,16598,11777,4,0,102494,8826,718,396,148,5
30/11/2021,4826,9213,125279,328,139646,1817,2852,23,0,17,32,0,0,25918143,25493140,2480581,8221,53708183,2746729,2648195,476,3,16615,11809,4,0,128519,9663,462,427,571,4
01/12/2021,4864,8664,133474,363,147365,1979,2829,19,0,24,25,0,0,25923846,25501804,2614055,8584,53855548,2748712,2651024,495,3,16639,11834,4,0,130812,14646,655,402,840,10
02/12/2021,5534,9484,139901,377,155296,2283,3496,24,0,33,32,2,0,25929626,25511288,2753956,8961,54010844,2750996,2654520,519,3,16672,11866,6,0,136490,17607,504,445,248,2
03/12/2021,4514,7303,117829,271,129917,1757,2398,31,0,24,20,0,0,25934324,25518591,2871785,9232,54140761,2752753,2656918,550,3,16697,11886,6,0,109900,18872,296,656,184,9
04/12/2021,3288,4854,64018,153,72313,1676,1659,18,0,17,6,0,0,25938055,25523445,2935803,9385,54213074,2754429,2658577,568,3,16714,11892,6,0,54433,16060,959,413,443,5
05/12/2021,1756,3430,52197,133,57516,613,1099,15,0,20,15,0,0,25940233,25526875,2988000,9518,54270590,2755043,2659676,583,3,16734,11907,6,0,45376,10587,810,319,422,2
06/12/2021,4929,7025,90545,310,102809,2023,2306,18,0,18,12,2,0,25945725,25533900,3078545,9828,54373399,2757066,2661982,601,3,16752,11919,8,0,79961,20879,888,486,563,32
07/12/2021,4787,7311,117570,403,130071,1797,2470,31,0,29,8,1,0,25950868,25541211,3196115,10231,54503470,2758865,2664452,632,3,16781,11927,9,0,104068,24239,983,416,356,9
08/12/2021,4905,6967,118745,325,130942,1901,2303,24,0,24,13,0,0,25956081,25548178,3314860,10556,54634412,2760767,2666755,656,3,16805,11940,9,0,103273,25437,1370,530,320,12
09/12/2021,4989,8407,132853,375,146624,1964,2850,29,1,36,16,1,0,25961540,25556585,3447713,10931,54781036,2762731,2669605,685,4,16841,11956,10,0,116143,28372,1168,446,474,21
10/12/2021,3926,7508,117120,68,128622,1349,2517,27,0,26,21,2,0,25965801,25564093,3564833,10999,54909658,2764083,2672122,712,4,16867,11977,12,0,100935,25252,1660,383,335,57
11/12/2021,1461,2905,69649,59,74074,373,1233,21,0,5,6,3,0,25967372,25566998,3634482,11058,54983732,2764457,2673355,733,4,16872,11983,15,0,54318,18820,581,206,110,39
12/12/2021,1497,2549,65701,91,69838,485,948,22,0,7,9,1,0,25969021,25569547,3700183,11149,55053570,2764944,2674303,755,4,16879,11992,16,0,53468,15295,698,171,158,48
13/12/2021,4107,5578,124295,95,134075,1595,1910,41,0,22,14,1,0,25973338,25575125,3824478,11244,55187645,2766541,2676213,796,4,16901,12006,17,0,109493,22312,1717,333,210,10
14/12/2021,4153,5651,156873,107,166784,1539,1748,27,0,14,10,2,0,25977770,25580776,3981351,11351,55354429,2768081,2677961,823,4,16915,12016,19,0,140506,23758,1893,272,279,76
15/12/2021,4249,5846,164774,88,174957,1668,1749,24,0,33,15,3,0,25982396,25586622,4146125,11439,55529386,2769749,2679710,847,4,16948,12031,22,0,147293,25315,1544,295,377,133
16/12/2021,4467,6663,166502,119,177751,1862,2345,38,0,23,8,2,0,25987123,25593285,4312627,11558,55707137,2771612,2682055,885,4,16971,12039,24,0,152017,23038,1874,371,263,188
17/12/2021,3103,5174,157311,128,165716,985,1535,18,0,18,10,1,0,25990428,25598459,4469938,11686,55872853,2772597,2683590,903,4,16989,12049,25,0,139600,23804,1571,329,202,210
18/12/2021,1172,2372,70369,46,73959,283,575,12,0,4,7,2,0,25991805,25600831,4540307,11732,55946812,2772882,2684165,915,4,16993,12056,27,0,58210,13758,1415,178,209,189
19/12/2021,1340,2259,77545,207,81351,463,647,24,0,4,2,3,0,25993441,25603090,4617852,11939,56028163,2773346,2684812,939,4,16997,12058,30,0,65801,12567,2587,90,297,9
20/12/2021,3390,4758,141633,519,150300,1361,1703,34,0,9,6,1,0,25997047,25607848,4759485,12458,56178463,2774708,2686515,973,4,17006,12064,31,0,125444,22666,1719,250,216,5
21/12/2021,3307,4783,164024,413,172527,1280,1847,32,0,11,9,5,0,26000530,25612631,4923509,12871,56350990,2775991,2688362,1005,4,17017,12073,36,0,149219,20737,2179,205,177,10
22/12/2021,3306,5029,173434,259,182028,1361,1957,32,0,13,5,3,0,26004119,25617660,5096943,13130,56533018,2777353,2690319,1037,4,17030,12078,39,0,156142,22028,3295,220,309,34
23/12/2021,3623,5642,172939,395,182599,1487,2201,35,1,25,9,2,0,26007933,25623302,5269882,13525,56715617,2778841,2692520,1072,5,17055,12087,41,0,158260,20421,3482,228,204,4
24/12/2021,2293,4165,138023,370,144851,834,1532,37,0,2,6,1,0,26010331,25627467,5407905,13895,56860468,2779675,2694052,1109,5,17057,12093,42,0,124175,17765,2617,180,105,9
25/12/2021,529,1438,24328,90,26385,100,604,9,0,1,4,0,0,26010953,25628905,5432233,13985,56886853,2779775,2694656,1118,5,17058,12097,42,0,21643,3366,1162,115,95,4
26/12/2021,876,1562,63342,170,65950,306,529,10,0,1,4,1,0,26011888,25630467,5495575,14155,56952803,2780081,2695185,1128,5,17059,12101,43,0,54793,8783,2198,111,59,6
27/12/2021,3352,5466,124208,328,133354,1435,2222,46,0,5,8,2,0,26015437,25635933,5619783,14483,57086157,2781516,2697407,1174,5,17064,12109,45,0,110958,18819,3114,233,221,9
28/12/2021,3491,5100,148984,385,157960,1484,1924,56,0,4,5,5,0,26019132,25641033,5768767,14868,57244117,2783001,2699331,1230,5,17068,12114,50,0,127464,20378,9657,227,214,20
29/12/2021,3451,5291,181578,226,190546,1629,2080,84,0,6,1,4,0,26022805,25646324,5950345,15094,57434663,2784630,2701411,1314,5,17074,12115,54,0,155916,19850,14343,186,239,12
30/12/2021,3494,5111,202059,405,211069,1622,1944,72,0,4,4,6,0,26026470,25651435,6152404,15499,57645732,2786254,2703355,1386,5,17078,12119,60,0,172852,19924,17911,200,174,8
31/12/2021,2786,4745,178432,284,186247,1318,2037,71,0,5,11,10,0,26029541,25656180,6330836,15783,57831979,2787573,2705392,1457,5,17083,12130,70,0,152162,16664,16958,159,287,17
01/01/2022,537,901,40874,134,42446,156,267,39,3,1,0,1,0,26030146,25657081,6371710,15917,57874425,2787729,2705659,1496,8,17084,12130,71,0,28345,2966,10981,83,68,3
02/01/2022,1370,1530,93851,225,96976,540,517,51,0,4,0,1,0,26031636,25658611,6465561,16142,57971401,2788270,2706176,1547,8,17088,12130,72,0,75701,8341,12741,59,120,14
03/01/2022,2876,4178,206977,395,214426,1459,1649,132,3,23,4,1,0,26034678,25662789,6672538,16537,58185827,2789729,2707825,1679,11,17111,12134,73,0,180363,12904,20821,163,167,8
04/01/2022,2945,4285,239301,283,246814,1373,1568,152,0,17,9,2,0,26037895,25667074,6911839,16820,58432641,2791105,2709393,1831,11,17128,12143,75,0,213306,12622,20432,136,315,3
05/01/2022,2846,4348,243359,251,250804,1398,1709,192,1,18,3,1,0,26041011,25671422,7155198,17071,58683445,2792503,2711102,2023,12,17146,12146,76,0,212579,12995,24770,163,286,11
06/01/2022,3005,4877,250142,281,258305,1430,1846,165,0,21,5,2,0,26044271,25676299,7405340,17352,58941750,2793935,2712948,2188,12,17167,12151,78,0,217543,12757,27490,232,271,12
07/01/2022,2796,3679,215320,283,222078,1410,1242,205,0,22,15,0,0,26047257,25679978,7620660,17635,59163828,2795346,2714190,2393,12,17189,12166,78,0,180009,13443,28224,204,190,8
